course_ref,credits,final_grade,grade_status,source_id,student_ref,term_code
c-34e6d5b705a4,3.0,6.12,[C - ],v59-empty-program-students,s-c131bcd8e9d6,2022-2023-T2
c-76794d134e92,3.0,5.71,[C - ],v59-empty-program-students,s-c131bcd8e9d6,2022-2023-T2
c-93ade023755e,3.0,6.79,[C+ - ],v59-empty-program-students,s-c131bcd8e9d6,2022-2023-T2
c-125bde477e69,3.0,6.96,[C+ - ],v59-empty-program-students,s-c32824cbdd57,2022-2023-T1
c-381c717227fd,2.0,8.46,[B+ - ],v59-empty-program-students,s-c32824cbdd57,2022-2023-T1
c-8b1025f6d01e,3.0,7.5,[B - ],v59-empty-program-students,s-c32824cbdd57,2022-2023-T1
c-f5ce78610281,3.0,6.02,[C - ],v59-empty-program-students,s-c32824cbdd57,2022-2023-T1
c-41f8b54613d3,2.0,6.03,[C - ],v59-empty-program-students,s-c32824cbdd57,2022-2023-T2
c-4821a39ee600,3.0,6.55,[C+ - ],v59-empty-program-students,s-c32824cbdd57,2022-2023-T2
c-9af85e8d4b00,3.0,7.53,[B - ],v59-empty-program-students,s-c32824cbdd57,2022-2023-T2
c-aedce0703619,2.0,5.54,[C - ],v59-empty-program-students,s-c32824cbdd57,2022-2023-T2
c-24582fdfa681,2.0,6.48,[C - ],v59-empty-program-students,s-c3bef431e4e7,2022-2023-T1
c-3b6b481ffa51,3.0,7.26,[B - ],v59-empty-program-students,s-c3bef431e4e7,2022-2023-T1
c-5d7d713e7fd2,3.0,8.57,[A - ],v59-empty-program-students,s-c3bef431e4e7,2022-2023-T1
c-ff0c2f78899a,3.0,8.59,[A - ],v59-empty-program-students,s-c3bef431e4e7,2022-2023-T1
c-1c570e30a4d3,3.0,8.7,[A - ],v59-empty-program-students,s-c3bef431e4e7,2022-2023-T2
c-6c593c017757,2.0,7.17,[B - ],v59-empty-program-students,s-c3bef431e4e7,2022-2023-T2
c-c5379e9482ce,3.0,7.69,[B - ],v59-empty-program-students,s-c3bef431e4e7,2022-2023-T2
c-d477aea3d49d,3.0,8.2,[B+ - ],v59-empty-program-students,s-c3bef431e4e7,2022-2023-T2
c-0a3330dd30fd,3.0,7.37,[B - ],v59-empty-program-students,s-c425d37fd473,2022-2023-T1
c-16c7aa6176c1,2.0,8.4,[B+ - ],v59-empty-program-students,s-c425d37fd473,2022-2023-T1
c-5ee129c72a3c,2.0,7.47,[B - ],v59-empty-program-students,s-c425d37fd473,2022-2023-T1
c-b9b66ec5992b,2.0,7.26,[B - ],v59-empty-program-students,s-c425d37fd473,2022-2023-T1
c-6e319aa2a816,3.0,7.35,[B - ],v59-empty-program-students,s-c425d37fd473,2022-2023-T2
c-a70fec00463b,3.0,7.01,[B - ],v59-empty-program-students,s-c425d37fd473,2022-2023-T2
c-bd675f1b1a86,3.0,9.23,[A - ],v59-empty-program-students,s-c425d37fd473,2022-2023-T2
c-d6ecb663ff8e,3.0,7.41,[B - ],v59-empty-program-students,s-c425d37fd473,2022-2023-T2
c-4166abe734c3,2.0,5.69,[C - ],v59-empty-program-students,s-c437b388c87d,2022-2023-T1
c-4dc44510d4ee,3.0,5.09,[D+ - ],v59-empty-program-students,s-c437b388c87d,2022-2023-T1
c-82faf80afce6,3.0,8.53,[A - ],v59-empty-program-students,s-c437b388c87d,2022-2023-T1
c-9391f2e88f91,3.0,6.5,[C - ],v59-empty-program-students,s-c437b388c87d,2022-2023-T1
c-2b742dda8508,3.0,5.35,[D+ - ],v59-empty-program-students,s-c437b388c87d,2022-2023-T2
c-7a974879538e,3.0,3.98,Không đạt,v59-empty-program-students,s-c437b388c87d,2022-2023-T2
c-8e21d5d3e09f,3.0,7.33,[B - ],v59-empty-program-students,s-c437b388c87d,2022-2023-T2
c-ff161d73e0b6,2.0,6.09,[C - ],v59-empty-program-students,s-c437b388c87d,2022-2023-T2
c-368d5af00d2e,3.0,7.23,[B - ],v59-empty-program-students,s-c445589cd13e,2022-2023-T1
c-525d0a68a7ac,3.0,6.14,[C - ],v59-empty-program-students,s-c445589cd13e,2022-2023-T1
c-d4d05853d946,3.0,7.01,[B - ],v59-empty-program-students,s-c445589cd13e,2022-2023-T1
c-ee279b853a66,3.0,6.4,[C - ],v59-empty-program-students,s-c445589cd13e,2022-2023-T1
c-0e69e28ff8db,2.0,8.51,[A - ],v59-empty-program-students,s-c445589cd13e,2022-2023-T2
c-636e05845c14,3.0,6.69,[C+ - ],v59-empty-program-students,s-c445589cd13e,2022-2023-T2
c-84d6e13a387a,3.0,8.49,[B+ - ],v59-empty-program-students,s-c445589cd13e,2022-2023-T2
c-d62cb19cc0cc,3.0,5.76,[C - ],v59-empty-program-students,s-c445589cd13e,2022-2023-T2
c-0f526d8b5cc8,2.0,5.0,Không đạt,v59-empty-program-students,s-c483a4d1218b,2022-2023-T1
c-21d5dfa46d29,3.0,5.23,[D+ - ],v59-empty-program-students,s-c483a4d1218b,2022-2023-T1
c-6d372dd78600,3.0,7.31,[B - ],v59-empty-program-students,s-c483a4d1218b,2022-2023-T1
c-b4bc0f4d4c61,3.0,4.81,Không đạt,v59-empty-program-students,s-c483a4d1218b,2022-2023-T1
c-24c1370390cb,3.0,4.38,Không đạt,v59-empty-program-students,s-c483a4d1218b,2022-2023-T2
c-7e1cad51af9f,3.0,6.47,[C - ],v59-empty-program-students,s-c483a4d1218b,2022-2023-T2
c-98632922fb7c,2.0,5.63,[C - ],v59-empty-program-students,s-c483a4d1218b,2022-2023-T2
c-a6cd9fbbe6ed,3.0,5.36,[D+ - ],v59-empty-program-students,s-c483a4d1218b,2022-2023-T2
c-0465581404d1,3.0,5.96,[C - ],v59-empty-program-students,s-c4b12c688e51,2022-2023-T1
c-35bb79ea9ae8,2.0,5.07,[D+ - ],v59-empty-program-students,s-c4b12c688e51,2022-2023-T1
c-6f5c499b4628,3.0,6.54,[C+ - ],v59-empty-program-students,s-c4b12c688e51,2022-2023-T1
c-6f7f1bb83f88,2.0,6.39,[C - ],v59-empty-program-students,s-c4b12c688e51,2022-2023-T1
c-00857e2708ce,3.0,5.54,[C - ],v59-empty-program-students,s-c4b12c688e51,2022-2023-T2
c-89e254b045d9,3.0,6.12,[C - ],v59-empty-program-students,s-c4b12c688e51,2022-2023-T2
c-b0350012c6cb,3.0,6.26,[C - ],v59-empty-program-students,s-c4b12c688e51,2022-2023-T2
c-d944d2c5c9f4,3.0,4.14,Không đạt,v59-empty-program-students,s-c4b12c688e51,2022-2023-T2
c-290b5fd65a9a,2.0,5.31,[D+ - ],v59-empty-program-students,s-c5544a1c34d1,2022-2023-T1
c-2b1a77bf2f00,3.0,5.7,[C - ],v59-empty-program-students,s-c5544a1c34d1,2022-2023-T1
c-52d37ea20cad,3.0,7.58,[B - ],v59-empty-program-students,s-c5544a1c34d1,2022-2023-T1
c-defc31bb3b9c,3.0,6.12,[C - ],v59-empty-program-students,s-c5544a1c34d1,2022-2023-T1
c-0505af24c8cf,2.0,7.62,[B - ],v59-empty-program-students,s-c5544a1c34d1,2022-2023-T2
c-317e72b5e43a,2.0,6.1,[C - ],v59-empty-program-students,s-c5544a1c34d1,2022-2023-T2
c-327aca7b90f0,3.0,6.97,[C+ - ],v59-empty-program-students,s-c5544a1c34d1,2022-2023-T2
c-f0b0f8eff4af,3.0,6.72,[C+ - ],v59-empty-program-students,s-c5544a1c34d1,2022-2023-T2
c-8a1c4d173939,3.0,6.07,[C - ],v59-empty-program-students,s-c69b87b2553f,2022-2023-T1
c-8c7c6dd38336,3.0,8.03,[B+ - ],v59-empty-program-students,s-c69b87b2553f,2022-2023-T1
c-a60475c7804d,3.0,6.73,[C+ - ],v59-empty-program-students,s-c69b87b2553f,2022-2023-T1
c-e5bb36183a0d,3.0,7.33,[B - ],v59-empty-program-students,s-c69b87b2553f,2022-2023-T1
c-1137e683d2ca,3.0,4.91,Không đạt,v59-empty-program-students,s-c69b87b2553f,2022-2023-T2
c-58ae9f5bb5ef,2.0,5.05,[D+ - ],v59-empty-program-students,s-c69b87b2553f,2022-2023-T2
c-604ecfa4031e,3.0,5.25,[D+ - ],v59-empty-program-students,s-c69b87b2553f,2022-2023-T2
c-7c1f9f6a7e4a,3.0,6.54,[C+ - ],v59-empty-program-students,s-c69b87b2553f,2022-2023-T2
c-2766785e5e8d,3.0,4.67,Không đạt,v59-empty-program-students,s-c6d56880d3c7,2022-2023-T1
c-5390dd36d25a,3.0,3.15,Không đạt,v59-empty-program-students,s-c6d56880d3c7,2022-2023-T1
c-a947ea4031b3,3.0,3.67,Không đạt,v59-empty-program-students,s-c6d56880d3c7,2022-2023-T1
c-bc234daf6e60,3.0,3.6,Không đạt,v59-empty-program-students,s-c6d56880d3c7,2022-2023-T1
c-50927296448e,3.0,3.81,Không đạt,v59-empty-program-students,s-c6d56880d3c7,2022-2023-T2
c-942aa95d1cde,2.0,2.0,Không đạt,v59-empty-program-students,s-c6d56880d3c7,2022-2023-T2
c-ca331d84aa4f,3.0,4.59,Không đạt,v59-empty-program-students,s-c6d56880d3c7,2022-2023-T2
c-f01d9835cb5c,3.0,3.07,Không đạt,v59-empty-program-students,s-c6d56880d3c7,2022-2023-T2
c-2df8f59896c4,2.0,4.67,Không đạt,v59-empty-program-students,s-c7b294fa9eb5,2022-2023-T1
c-8111e3acb92f,3.0,5.34,[D+ - ],v59-empty-program-students,s-c7b294fa9eb5,2022-2023-T1
c-9d1aab3fd37e,3.0,6.75,[C+ - ],v59-empty-program-students,s-c7b294fa9eb5,2022-2023-T1
c-e01e758f8af1,2.0,6.25,[C - ],v59-empty-program-students,s-c7b294fa9eb5,2022-2023-T1
c-32179ca193a4,3.0,5.61,[C - ],v59-empty-program-students,s-c7b294fa9eb5,2022-2023-T2
c-5fb45779bae7,3.0,5.91,[C - ],v59-empty-program-students,s-c7b294fa9eb5,2022-2023-T2
c-d06ae7eb3b39,3.0,5.55,[C - ],v59-empty-program-students,s-c7b294fa9eb5,2022-2023-T2
c-e863e2daa9d3,2.0,6.68,[C+ - ],v59-empty-program-students,s-c7b294fa9eb5,2022-2023-T2
c-1d544be14c93,3.0,6.96,[C+ - ],v59-empty-program-students,s-c7e839cacf4d,2022-2023-T1
c-3803b61f3591,2.0,6.17,[C - ],v59-empty-program-students,s-c7e839cacf4d,2022-2023-T1
c-9334a4b51434,3.0,6.83,[C+ - ],v59-empty-program-students,s-c7e839cacf4d,2022-2023-T1
c-dfb9ba222b9b,3.0,4.94,Không đạt,v59-empty-program-students,s-c7e839cacf4d,2022-2023-T1
c-019213f582db,3.0,7.41,[B - ],v59-empty-program-students,s-c7e839cacf4d,2022-2023-T2
c-709d64ed16b4,3.0,6.44,[C - ],v59-empty-program-students,s-c7e839cacf4d,2022-2023-T2
c-758900a2d0f9,3.0,6.41,[C - ],v59-empty-program-students,s-c7e839cacf4d,2022-2023-T2
c-e241fe1ac946,3.0,8.77,[A - ],v59-empty-program-students,s-c7e839cacf4d,2022-2023-T2
c-33f25adbd1b1,3.0,5.97,[C - ],v59-empty-program-students,s-c8a1c1c52365,2022-2023-T1
c-c41ca6e66dc4,3.0,5.28,[D+ - ],v59-empty-program-students,s-c8a1c1c52365,2022-2023-T1
c-d59b1710fa36,3.0,6.0,[C - ],v59-empty-program-students,s-c8a1c1c52365,2022-2023-T1
c-e41748a76dd6,3.0,5.12,[D+ - ],v59-empty-program-students,s-c8a1c1c52365,2022-2023-T1
c-21a35eeb94af,3.0,6.1,[C - ],v59-empty-program-students,s-c8a1c1c52365,2022-2023-T2
c-47447d8c97ac,3.0,6.52,[C+ - ],v59-empty-program-students,s-c8a1c1c52365,2022-2023-T2
c-60330aee0abd,3.0,5.88,[C - ],v59-empty-program-students,s-c8a1c1c52365,2022-2023-T2
c-721e752e13f7,3.0,5.84,[C - ],v59-empty-program-students,s-c8a1c1c52365,2022-2023-T2
c-6b3e97f49693,3.0,8.45,[B+ - ],v59-empty-program-students,s-c963d46e1a73,2022-2023-T1
c-92508ec2c6c2,3.0,7.17,[B - ],v59-empty-program-students,s-c963d46e1a73,2022-2023-T1
c-c0bd5a201764,2.0,7.59,[B - ],v59-empty-program-students,s-c963d46e1a73,2022-2023-T1
c-ebd8da3a0c6c,3.0,6.68,[C+ - ],v59-empty-program-students,s-c963d46e1a73,2022-2023-T1
c-134daf34a967,2.0,6.85,[C+ - ],v59-empty-program-students,s-c963d46e1a73,2022-2023-T2
c-83617feba36b,2.0,7.17,[B - ],v59-empty-program-students,s-c963d46e1a73,2022-2023-T2
c-af64c0e61b6a,3.0,9.03,[A - ],v59-empty-program-students,s-c963d46e1a73,2022-2023-T2
c-e96bbcb8227d,3.0,7.47,[B - ],v59-empty-program-students,s-c963d46e1a73,2022-2023-T2
c-02ce22618677,3.0,5.35,[D+ - ],v59-empty-program-students,s-c96b59a125fd,2022-2023-T1
c-76382af9cb3d,2.0,6.58,[C+ - ],v59-empty-program-students,s-c96b59a125fd,2022-2023-T1
c-c73e9aaa3d42,2.0,7.18,[B - ],v59-empty-program-students,s-c96b59a125fd,2022-2023-T1
c-f2707e69b2b5,3.0,4.63,Không đạt,v59-empty-program-students,s-c96b59a125fd,2022-2023-T1
c-0fae70ab557e,2.0,5.42,[D+ - ],v59-empty-program-students,s-c96b59a125fd,2022-2023-T2
c-24cb545f7e7c,2.0,5.36,[D+ - ],v59-empty-program-students,s-c96b59a125fd,2022-2023-T2
c-8e997f1c8428,3.0,6.6,[C+ - ],v59-empty-program-students,s-c96b59a125fd,2022-2023-T2
c-f046d097d217,2.0,4.67,Không đạt,v59-empty-program-students,s-c96b59a125fd,2022-2023-T2
c-1c2660c56310,3.0,7.56,[B - ],v59-empty-program-students,s-ca0bd28e6db2,2022-2023-T1
c-9c15625af856,2.0,8.22,[B+ - ],v59-empty-program-students,s-ca0bd28e6db2,2022-2023-T1
c-aafd8edb6878,2.0,8.33,[B+ - ],v59-empty-program-students,s-ca0bd28e6db2,2022-2023-T1
c-bcf847129c93,3.0,6.08,[C - ],v59-empty-program-students,s-ca0bd28e6db2,2022-2023-T1
c-7117c8ebb058,3.0,8.77,[A - ],v59-empty-program-students,s-ca0bd28e6db2,2022-2023-T2
c-c246b0cf20c8,2.0,7.87,[B - ],v59-empty-program-students,s-ca0bd28e6db2,2022-2023-T2
c-e2cba0f4290d,3.0,8.53,[A - ],v59-empty-program-students,s-ca0bd28e6db2,2022-2023-T2
c-f4c2691fdca2,3.0,6.6,[C+ - ],v59-empty-program-students,s-ca0bd28e6db2,2022-2023-T2
c-6d48f51d4a55,2.0,5.68,[C - ],v59-empty-program-students,s-cbd5462c1e04,2022-2023-T1
c-76e927b6ab54,2.0,6.36,[C - ],v59-empty-program-students,s-cbd5462c1e04,2022-2023-T1
c-dcf3ba323690,2.0,7.88,[B - ],v59-empty-program-students,s-cbd5462c1e04,2022-2023-T1
c-eb1c1f31080b,3.0,6.39,[C - ],v59-empty-program-students,s-cbd5462c1e04,2022-2023-T1
c-3f17bbaca87f,3.0,6.31,[C - ],v59-empty-program-students,s-cbd5462c1e04,2022-2023-T2
c-8e6359f2bc9d,3.0,5.75,[C - ],v59-empty-program-students,s-cbd5462c1e04,2022-2023-T2
c-ae940482204c,3.0,7.6,[B - ],v59-empty-program-students,s-cbd5462c1e04,2022-2023-T2
c-b8e4f28d39d3,2.0,6.06,[C - ],v59-empty-program-students,s-cbd5462c1e04,2022-2023-T2
c-415070b00d6c,2.0,5.91,[C - ],v59-empty-program-students,s-cbea5672ef90,2022-2023-T1
c-5b9d8730ff2f,2.0,5.11,[D+ - ],v59-empty-program-students,s-cbea5672ef90,2022-2023-T1
c-998e65526220,2.0,5.41,[D+ - ],v59-empty-program-students,s-cbea5672ef90,2022-2023-T1
c-dbcbd94b74ff,3.0,7.35,[B - ],v59-empty-program-students,s-cbea5672ef90,2022-2023-T1
c-14ceffb7b02a,3.0,5.39,[D+ - ],v59-empty-program-students,s-cbea5672ef90,2022-2023-T2
c-7a476a578918,3.0,4.67,Không đạt,v59-empty-program-students,s-cbea5672ef90,2022-2023-T2
c-b752403375a1,3.0,5.86,[C - ],v59-empty-program-students,s-cbea5672ef90,2022-2023-T2
c-babcdcbbf9ce,3.0,5.93,[C - ],v59-empty-program-students,s-cbea5672ef90,2022-2023-T2
c-2c43f55cd656,2.0,5.79,[C - ],v59-empty-program-students,s-cc0f57300427,2022-2023-T1
c-6f04bd2b8f5d,3.0,5.83,[C - ],v59-empty-program-students,s-cc0f57300427,2022-2023-T1
c-de13901f4588,3.0,4.46,Không đạt,v59-empty-program-students,s-cc0f57300427,2022-2023-T1
c-ee961552b79d,3.0,6.54,[C+ - ],v59-empty-program-students,s-cc0f57300427,2022-2023-T1
c-0d5af0525215,3.0,5.82,[C - ],v59-empty-program-students,s-cc0f57300427,2022-2023-T2
c-313531c2f964,3.0,5.96,[C - ],v59-empty-program-students,s-cc0f57300427,2022-2023-T2
c-3ea517045e59,3.0,6.6,[C+ - ],v59-empty-program-students,s-cc0f57300427,2022-2023-T2
c-fdd26eb0a9a9,3.0,6.8,[C+ - ],v59-empty-program-students,s-cc0f57300427,2022-2023-T2
c-3f2e486a32b6,3.0,6.03,[C - ],v59-empty-program-students,s-cc6809135f9b,2022-2023-T1
c-5b0f04173e2f,3.0,4.95,Không đạt,v59-empty-program-students,s-cc6809135f9b,2022-2023-T1
c-9009208ee9ba,3.0,5.16,[D+ - ],v59-empty-program-students,s-cc6809135f9b,2022-2023-T1
c-a5cd222f500a,3.0,6.41,[C - ],v59-empty-program-students,s-cc6809135f9b,2022-2023-T1
c-21d54d726aec,3.0,7.27,[B - ],v59-empty-program-students,s-cc6809135f9b,2022-2023-T2
c-5b470dd37ee8,2.0,3.84,Không đạt,v59-empty-program-students,s-cc6809135f9b,2022-2023-T2
c-66ed59b2add3,3.0,6.22,[C - ],v59-empty-program-students,s-cc6809135f9b,2022-2023-T2
c-aa353f9cf393,2.0,5.95,[C - ],v59-empty-program-students,s-cc6809135f9b,2022-2023-T2
c-4853dbe23c09,3.0,7.12,[B - ],v59-empty-program-students,s-cc8e7c1bac05,2022-2023-T1
c-6d8e902639b4,3.0,8.12,[B+ - ],v59-empty-program-students,s-cc8e7c1bac05,2022-2023-T1
c-75a822d1de65,3.0,6.68,[C+ - ],v59-empty-program-students,s-cc8e7c1bac05,2022-2023-T1
c-d2abf4843c82,3.0,6.98,[C+ - ],v59-empty-program-students,s-cc8e7c1bac05,2022-2023-T1
c-13d855c89551,3.0,5.58,[C - ],v59-empty-program-students,s-cc8e7c1bac05,2022-2023-T2
c-553752a174d7,3.0,6.0,[C - ],v59-empty-program-students,s-cc8e7c1bac05,2022-2023-T2
c-64449d1f1608,3.0,5.86,[C - ],v59-empty-program-students,s-cc8e7c1bac05,2022-2023-T2
c-dd5dae609693,3.0,7.06,[B - ],v59-empty-program-students,s-cc8e7c1bac05,2022-2023-T2
c-536d76153e59,2.0,6.1,[C - ],v59-empty-program-students,s-ccd1a302cb73,2022-2023-T1
c-55f6d0594b17,3.0,3.82,Không đạt,v59-empty-program-students,s-ccd1a302cb73,2022-2023-T1
c-59fd9424e784,2.0,5.06,[D+ - ],v59-empty-program-students,s-ccd1a302cb73,2022-2023-T1
c-8a0577222bcc,3.0,5.4,[D+ - ],v59-empty-program-students,s-ccd1a302cb73,2022-2023-T1
c-57177c3e8377,3.0,2.98,Không đạt,v59-empty-program-students,s-ccd1a302cb73,2022-2023-T2
c-59790aa7e8db,3.0,3.68,Không đạt,v59-empty-program-students,s-ccd1a302cb73,2022-2023-T2
c-5b576ebf970d,2.0,3.58,Không đạt,v59-empty-program-students,s-ccd1a302cb73,2022-2023-T2
c-dbfa2e079b96,2.0,4.35,Không đạt,v59-empty-program-students,s-ccd1a302cb73,2022-2023-T2
c-26a110646de7,3.0,6.38,[C - ],v59-empty-program-students,s-cd7b746ad29d,2022-2023-T1
c-712d567fc144,3.0,4.61,Không đạt,v59-empty-program-students,s-cd7b746ad29d,2022-2023-T1
c-8075dd10ca88,3.0,4.89,Không đạt,v59-empty-program-students,s-cd7b746ad29d,2022-2023-T1
c-b4d459899a1d,2.0,6.7,[C+ - ],v59-empty-program-students,s-cd7b746ad29d,2022-2023-T1
c-853fb35055eb,3.0,6.44,[C - ],v59-empty-program-students,s-cd7b746ad29d,2022-2023-T2
c-8c1db394abc3,2.0,6.48,[C - ],v59-empty-program-students,s-cd7b746ad29d,2022-2023-T2
c-d05795f5c217,3.0,4.36,Không đạt,v59-empty-program-students,s-cd7b746ad29d,2022-2023-T2
c-d73f2ed4fb8a,3.0,7.57,[B - ],v59-empty-program-students,s-cd7b746ad29d,2022-2023-T2
c-4de89d1e223c,2.0,7.29,[B - ],v59-empty-program-students,s-cdd000b7717b,2022-2023-T1
c-549692daebba,2.0,7.09,[B - ],v59-empty-program-students,s-cdd000b7717b,2022-2023-T1
c-7ded4a73595d,3.0,7.96,[B - ],v59-empty-program-students,s-cdd000b7717b,2022-2023-T1
c-e3361a42a59e,3.0,7.18,[B - ],v59-empty-program-students,s-cdd000b7717b,2022-2023-T1
c-0f30aeb7fe4c,3.0,6.39,[C - ],v59-empty-program-students,s-cdd000b7717b,2022-2023-T2
c-146a10391779,3.0,6.06,[C - ],v59-empty-program-students,s-cdd000b7717b,2022-2023-T2
c-2b6cd9d32aa4,2.0,8.28,[B+ - ],v59-empty-program-students,s-cdd000b7717b,2022-2023-T2
c-99b06c6b3616,3.0,6.24,[C - ],v59-empty-program-students,s-cdd000b7717b,2022-2023-T2
c-3c185c73171e,3.0,2.0,Không đạt,v59-empty-program-students,s-cdec5a6a1da3,2022-2023-T1
c-763424cb6410,3.0,4.88,Không đạt,v59-empty-program-students,s-cdec5a6a1da3,2022-2023-T1
c-9578e059bd42,3.0,3.89,Không đạt,v59-empty-program-students,s-cdec5a6a1da3,2022-2023-T1
c-f8b8bc4addc3,3.0,4.27,Không đạt,v59-empty-program-students,s-cdec5a6a1da3,2022-2023-T1
c-34a524024add,3.0,3.2,Không đạt,v59-empty-program-students,s-cdec5a6a1da3,2022-2023-T2
c-4b210b6872e8,3.0,4.08,Không đạt,v59-empty-program-students,s-cdec5a6a1da3,2022-2023-T2
c-77f56ab1c7a5,3.0,4.91,Không đạt,v59-empty-program-students,s-cdec5a6a1da3,2022-2023-T2
c-dfc4c6e32166,3.0,5.38,[D+ - ],v59-empty-program-students,s-cdec5a6a1da3,2022-2023-T2
c-42e479dc7807,3.0,7.44,[B - ],v59-empty-program-students,s-cdee5d9dfabd,2022-2023-T1
c-430c5a48cae8,3.0,9.33,[A - ],v59-empty-program-students,s-cdee5d9dfabd,2022-2023-T1
c-7c744bf41a0e,3.0,9.4,[A - ],v59-empty-program-students,s-cdee5d9dfabd,2022-2023-T1
c-f79d65785a58,3.0,6.27,[C - ],v59-empty-program-students,s-cdee5d9dfabd,2022-2023-T1
c-39711083360d,3.0,6.05,[C - ],v59-empty-program-students,s-cdee5d9dfabd,2022-2023-T2
c-5be7260253b8,3.0,7.19,[B - ],v59-empty-program-students,s-cdee5d9dfabd,2022-2023-T2
c-a1c00842338e,3.0,6.47,[C - ],v59-empty-program-students,s-cdee5d9dfabd,2022-2023-T2
c-ab54b569861f,3.0,7.39,[B - ],v59-empty-program-students,s-cdee5d9dfabd,2022-2023-T2
c-014c84066cea,3.0,7.01,[B - ],v59-empty-program-students,s-cdf1f08c7ed8,2022-2023-T1
c-3a88181661e3,2.0,7.42,[B - ],v59-empty-program-students,s-cdf1f08c7ed8,2022-2023-T1
c-3db5abc13cfc,2.0,6.9,[C+ - ],v59-empty-program-students,s-cdf1f08c7ed8,2022-2023-T1
c-8038a718949b,3.0,6.03,[C - ],v59-empty-program-students,s-cdf1f08c7ed8,2022-2023-T1
c-1ad00f0f412e,2.0,5.64,[C - ],v59-empty-program-students,s-cdf1f08c7ed8,2022-2023-T2
c-69d26199f6a1,3.0,7.1,[B - ],v59-empty-program-students,s-cdf1f08c7ed8,2022-2023-T2
c-c44bf117a985,3.0,6.32,[C - ],v59-empty-program-students,s-cdf1f08c7ed8,2022-2023-T2
c-f11deee9cc1e,2.0,6.03,[C - ],v59-empty-program-students,s-cdf1f08c7ed8,2022-2023-T2
c-35bdaf2de61a,3.0,5.16,[D+ - ],v59-empty-program-students,s-cece8f2311b7,2022-2023-T1
c-7234cffe0b5e,3.0,6.16,[C - ],v59-empty-program-students,s-cece8f2311b7,2022-2023-T1
c-9d16842ef39b,2.0,5.08,[D+ - ],v59-empty-program-students,s-cece8f2311b7,2022-2023-T1
c-c8a160605f30,3.0,6.41,[C - ],v59-empty-program-students,s-cece8f2311b7,2022-2023-T1
c-1ad2b319717a,3.0,6.9,[C+ - ],v59-empty-program-students,s-cece8f2311b7,2022-2023-T2
c-259fdbd7f9ec,3.0,6.19,[C - ],v59-empty-program-students,s-cece8f2311b7,2022-2023-T2
c-75de856ae858,3.0,5.54,[C - ],v59-empty-program-students,s-cece8f2311b7,2022-2023-T2
c-d37c7e83f7b0,3.0,5.44,[D+ - ],v59-empty-program-students,s-cece8f2311b7,2022-2023-T2
c-06e3d0c338e5,3.0,7.12,[B - ],v59-empty-program-students,s-ceefda85303b,2022-2023-T1
c-26da88d1ea8b,3.0,6.99,[C+ - ],v59-empty-program-students,s-ceefda85303b,2022-2023-T1
c-6c4ca82c4630,3.0,7.42,[B - ],v59-empty-program-students,s-ceefda85303b,2022-2023-T1
c-f3622a22acdd,3.0,6.86,[C+ - ],v59-empty-program-students,s-ceefda85303b,2022-2023-T1
c-7196b50cae3b,2.0,7.19,[B - ],v59-empty-program-students,s-ceefda85303b,2022-2023-T2
c-7778d3e3bc4a,2.0,7.09,[B - ],v59-empty-program-students,s-ceefda85303b,2022-2023-T2
c-9d50691510d4,3.0,8.11,[B+ - ],v59-empty-program-students,s-ceefda85303b,2022-2023-T2
c-efc749b163be,3.0,6.74,[C+ - ],v59-empty-program-students,s-ceefda85303b,2022-2023-T2
c-22d6081f275b,2.0,6.76,[C+ - ],v59-empty-program-students,s-cef5e69ed1b0,2022-2023-T1
c-7097beecd490,3.0,5.75,[C - ],v59-empty-program-students,s-cef5e69ed1b0,2022-2023-T1
c-dffd706b7e14,3.0,6.41,[C - ],v59-empty-program-students,s-cef5e69ed1b0,2022-2023-T1
c-e949efa61aea,3.0,7.93,[B - ],v59-empty-program-students,s-cef5e69ed1b0,2022-2023-T1
c-0bcad1a66234,3.0,6.7,[C+ - ],v59-empty-program-students,s-cef5e69ed1b0,2022-2023-T2
c-35703f8c53ba,2.0,5.57,[C - ],v59-empty-program-students,s-cef5e69ed1b0,2022-2023-T2
c-93cc49e7c6fd,2.0,6.14,[C - ],v59-empty-program-students,s-cef5e69ed1b0,2022-2023-T2
c-cefd013c6b5e,3.0,6.71,[C+ - ],v59-empty-program-students,s-cef5e69ed1b0,2022-2023-T2
c-170763c4cf81,3.0,6.03,[C - ],v59-empty-program-students,s-cf7e562d53f8,2022-2023-T1
c-229436f7a92d,3.0,6.83,[C+ - ],v59-empty-program-students,s-cf7e562d53f8,2022-2023-T1
c-58ac2bb9258d,3.0,6.06,[C - ],v59-empty-program-students,s-cf7e562d53f8,2022-2023-T1
c-f633e66ea277,2.0,5.8,[C - ],v59-empty-program-students,s-cf7e562d53f8,2022-2023-T1
c-258dc46e87df,3.0,6.39,[C - ],v59-empty-program-students,s-cf7e562d53f8,2022-2023-T2
c-57144348ec29,3.0,5.79,[C - ],v59-empty-program-students,s-cf7e562d53f8,2022-2023-T2
c-c966aee81deb,3.0,5.55,[C - ],v59-empty-program-students,s-cf7e562d53f8,2022-2023-T2
c-f89aa9d28041,3.0,5.7,[C - ],v59-empty-program-students,s-cf7e562d53f8,2022-2023-T2
c-7708ec981248,3.0,9.28,[A - ],v59-empty-program-students,s-d2fcda3c0413,2022-2023-T1
